X1,log(X1),X2,log(X2),Y,X3,X4,log(X4),X5,log(X5),X6,X8,X9,X10,X11,X12,X13,X14,X16,X17,X18,log(X18),X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31
91,4.510859507,41,3.713572067,205.3,471.1,36953,10.51740211,14818,9.603597937,19.2,42.3,40.3,44,2.52,49,24.1,35.7,0.7,40.3,9.9,2.292534757,48.6,6.4,58,39.1,34.2,39.1,18.8,65.97938144,3.228431905,0.617200217,0.969886055,51.01513474,6.007301693
3803,8.243545508,1328,7.19142933,168.7,500.5,77823,11.2621923,627367,13.34928698,6.6,43,41.7,44.2,2.65,55.5,10.9,31.3,16.6,30.7,22.8,3.126760536,63.3,7,83.4,67.8,60.4,24.5,9.3,88.99650964,3.859025859,4.351059636,0.964437273,58.12001751,4.681322269
111,4.709530201,52,3.951243719,205,438.2,30119,10.31291148,22708,10.03047256,32.7,36.9,35.1,38.8,2.68,41.7,19.7,38.1,4.6,40.2,6.1,1.808288771,47,13.2,43.4,33.3,29.7,43.1,29.4,61.08838151,34.09000924,0.347543003,2.789142581,41.49092693,8.514774495
81,4.394449155,31,3.433987204,174.7,465.5,59525,10.99415167,15584,9.654000026,10,38.6,36.1,40.3,2.64,60.6,18.3,38.7,9.2,36.1,13.6,2.610069793,62.7,3.6,70.5,53.9,46.7,29.2,15,85.04117109,0.52934257,0,7.36505032,58.66573768,5.947846469
65,4.17438727,25,3.218875825,185.5,445.4,61575,11.02801122,11645,9.362632182,10.4,47.7,47.6,47.8,2.51,59.5,21.9,37.5,2.4,28.6,23.1,3.139832618,56.2,6.6,75.5,56.8,42.4,30.9,11.8,95.03564597,0.147800383,0.234741784,0.330377326,60.16096579,4.111531191
74,4.304065093,28,3.33220451,171.4,459.1,34948,10.46161652,14502,9.58204185,28.5,42.9,42.6,43.3,2.75,50.7,25.4,46.9,0.5,42.8,6.1,1.808288771,41.7,9.6,54.2,36.1,30.8,46.1,25.7,92.46675435,4.186760193,0.175361683,0.116907789,58.16056462,9.152139461
373,5.92157842,156,5.049856007,197.9,489.4,37410,10.52969333,63402,11.05725069,23.4,39.9,39,41.5,2.54,51.3,14.6,48.9,7.2,42.1,10,2.302585093,50.2,10.1,55.2,39.7,34.6,42.3,24.6,88.56807251,4.052445277,0.709535072,3.82387022,49.59542297,5.325701036
113,4.727387819,59,4.077537444,202.9,375.9,30489,10.32512124,26589,10.18825288,33.4,37.5,36.6,39.6,2.51,37.4,20.7,31.3,2.7,39.7,7.1,1.960094784,42.4,11.7,45.2,34.1,27.7,48.4,32.4,43.44121412,51.87420004,0.288901079,2.062534284,37.06256628,6.906077348
32,3.465735903,14,2.63905733,161.2,364.5,59416,10.99231883,9529,9.162095059,10.3,33,32.5,34,2.78,49.6,26.6,30.8,1.4,37.5,8.2,2.104134154,49.7,10,69.6,54.5,52,29.5,14.7,89.36052311,1.540507592,0.443311537,3.479995567,48.6797142,7.95730228
877,6.776506992,323,5.777652323,162.2,468.5,50434,10.82842083,153638,11.94235446,11.9,40.9,39.9,42,2.56,55,18.5,47.2,6.4,43.9,12,2.48490665,58.9,6.9,72.6,55.1,48.6,31,13.3,92.94677742,3.815871557,1.028991693,0.749253045,55.20744408,4.842223007
1962.667684,7.58205989,4,1.386294361,178.7,453.5494221,70535,11.16386432,2016,7.608870629,9.8,43.9,44.9,42.6,2.17,64.7,48.1,19.2,0,35.8,14.2,2.653241965,64,4.7,76.4,63.3,52.6,18.6,2.6,95.80587178,0.119832235,0,1.437986818,56.06258149,2.412868633
48,3.871201011,19,2.944438979,189.9,517.6,46894,10.75564501,6534,8.784774592,11.6,43.7,41.6,44.9,2.37,55.1,12,26.5,7.3,36.8,8,2.079441542,56,8.3,69.3,49.9,42.5,39.9,20,97.60866296,0.556474658,0.225597834,0,52.20825853,9.853733641
37,3.610917913,18,2.890371758,148,328.3,36856,10.51477371,10980,9.303830715,25,34.6,35.1,34.4,2.96,36.6,25.5,40.9,0,29.8,7.2,1.974081026,39.96583795,10.3,38.9,33.5,31,40.3,30.4,95.31922861,0.458715596,0.215315484,3.819509455,37.16367713,2.542372881
938,6.843749949,334,5.811140993,160.4,444.5,72973,11.19784479,224469,12.32149289,5.8,38.7,37.3,40,2.73,60.3,15.5,30.4,13.1,26.8,25,3.218875825,62.5,6.1,83.8,71.4,64.9,20.8,9.6,89.67332982,3.456319686,4.511722658,0.631604795,63.68381424,4.708366736
13,2.564949357,4,1.386294361,104.8,336.1,46923,10.75626324,2417,7.790282381,14.1,47,46.3,47.6,2.24,72.3,21.9,49.1,3,32.6,16.1,2.778819272,67,0.9,76.1,56.3,38.1,33.6,14.2,96.83127572,0,0,1.687242798,65.12915129,6.976744186
17,2.833213344,5,1.609437912,143,521.4,46281,10.74248679,2355,7.764296006,14.7,46.8,45.5,49.4,2.09,61.8,6.8,23.9,2.9,38.8,12.6,2.533696814,65.3,3.4,78.6,50.02698938,49.1,28.5,12.1,98.76015391,0,0.171013254,0.342026507,57.18283582,5
158,5.062595033,70,4.248495242,213.1,476.6,36870,10.51515349,25586,10.14980061,20.9,41.2,40,42.2,2.7,54.9,25,28.2,5,38.3,8.4,2.128231706,49.9,10.6,59.1,42.7,38.3,39.3,21.8,84.03981265,12.19750195,0.441061671,1.857923497,57.56686236,7.304204452
9,2.197224577,5,1.609437912,192.3,342.6,32722,10.39580291,1426,7.262628601,20.9,50.1,40.8,54.4,2.38,64.5,15,20,0,30.9,11.6,2.451005098,52.9,7.5,44.9,48.29049132,21.4,47.7,26.4,83.24503311,10.46357616,0,3.509933775,56.22047244,8.620689655
86,4.454347296,37,3.610917913,197.9,497.9,37597,10.53467954,12308,9.418004736,20,42.8,41.8,43.9,2.53,53.3,20.2,39.6,10.1,49.5,10,2.302585093,52.4,4.5,66.8,49.9,42.3,35,15.5,95.97613096,0.556406741,0.24997984,0.709620192,52.85832643,5.692675159
122,4.804021045,45,3.80666249,140,388.9,50107,10.821916,21269,9.965005893,13.5,51.5,51.7,51.4,2.45,57.5,21.8,48.5,1.6,29.2,15.4,2.734367509,51.4,4.8,63,36.35040284,32.8,37.3,15.3,93.48432391,1.41373341,0.216387767,0.543373726,56.63289918,6.419479801
183,5.209486153,73,4.290459441,169.8,435.3,41420,10.63151913,33940,10.43234954,17.6,42.3,40.4,43.5,2.52,53.3,18,44.6,5.9,46.4,9,2.197224577,49.5,7,63.5,46.8,43.8,39.3,21.1,94.16427578,3.972315064,0.156762992,0.328314946,56.80724824,4.038301415
125,4.828313737,57,4.043051268,158.2,355.6,32964,10.40317134,27967,10.23878052,25.5,42.5,42.1,42.9,2.51,33,16.8,24.6,6.4,28.4,10.5,2.351375257,41.4,6.4,46.4,31.7,24.1,48.1,30.2,56.35900656,1.817357332,0.92786382,36.8285196,31.9243604,5.744748568
50,3.912023005,25,3.218875825,226.5,459.9,32162,10.37854091,7470,8.918650278,21.8,47,47.6,46.5,2.44,55.7,11.6,31.4,0,48.9,7.6,2.028148247,39.9,18.1,52.4,36.5,35.1,46,25.2,98.25327511,0.09262935,0.052931057,0.026465529,53.33333333,4.780114723
117,4.762173935,59,4.077537444,192.8,401.9,44537,10.70407558,27284,10.21405573,13.4,37,35.3,39.7,2.47,41.3,8.9,30.6,6.7,30.4,15.3,2.727852828,58.8,6.7,65.6,51.8,42.7,29,15,80.64266784,10.62279152,2.399882214,2.723792697,38.67835596,6.642835865
125,4.828313737,54,3.988984047,235.2,540.5,37287,10.52640002,23892,10.08129895,23.4,32.2,30.9,33,2.44,41.6,9,16,4,31,11.1,2.406945108,51.5,6.5,61.2,50,43.6,34.8,20.5,94.90850559,1.702812606,0.465943748,1.016604541,45.80894404,4.886769964
61,4.110873864,28,3.33220451,229.9,515.3,30682,10.33143144,7399,8.909100135,28.1,45.2,43.7,46.9,2.27,42.7,26.4,37.1,2.1,41.2,7.7,2.041220329,44.9,12.8,42.4,26.7,22.4,56,33.5,55.91857902,40.68455854,0.5445352,1.166861144,37.93103448,9.781931464
1962.667684,7.58205989,76,4.33073334,168.1,453.5494221,45179,10.71838766,28706,10.26486144,15.7,48.3,48,48.6,2.19,61.1,18,44.2,3.6,35.4,14.2,2.653241965,52.6,7.4,61.7,39.9,31.9,49.5,25.9,85.19232792,0.361162734,0.497913672,0.126231635,54.46484132,7.941812463
92,4.521788577,36,3.583518938,176.1,489.7,40422,10.60712947,12529,9.435801236,17.5,44.7,43.9,46.7,2.28,56.2,21.6,28.6,6.3,36.3,12.9,2.557227311,57.1,6.6,65.2,47.3,39.5,40.4,19.4,97.45836293,0.339411161,0.370984292,0.102612677,50.53822295,5.4900366
292,5.676753802,120,4.787491743,187.3,469.5,41009,10.62154683,49440,10.80851509,18.6,40.3,37.8,42.1,2.56,52.9,23.3,22.5,4.7,34.7,10.7,2.370243741,53.7,7.4,55.7,41.8,36.1,37.1,21.5,80.97889682,12.50655691,0.82516241,0.843320018,51.53474193,5.292201918
1962.667684,7.58205989,9,2.197224577,177.8,453.5494221,44932,10.71290551,2506,7.826443135,11.8,50.9,48.7,52.4,2.07,61.7,29.1,28.5,2.5,30.8,18.6,2.923161581,58.2,2.3,77.6,53.6,40.8,35.1,12.4,97.40667976,0.353634578,0.117878193,0.47151277,53.38283828,10.28708134
100,4.605170186,40,3.688879454,179.9,481.5,42166,10.64936949,17642,9.778037702,14,38.6,34.7,42.4,2.47,50.6,28.1,38.2,3.7,41.4,13.9,2.63188884,55.8,5.7,72.7,56.1,49.1,31.1,14.4,89.31961576,6.081964418,0.318308418,0.801455124,52.6972873,4.315304948
19,2.944438979,5,1.609437912,126.4,538.1,34444,10.4470901,4040,8.303999971,27.1,35.4,37.2,33.9,2.86,52.1,26.4,33.2,2.5,36.2,6.5,1.871802177,53.7,10.1,40.2,31.4,28.3,35.9,24.9,83.64624506,2.0256917,0,10.62252964,53.31920904,1.424501425
212,5.356586275,84,4.430816799,199.2,528.4,39807,10.59179806,33003,10.40435375,19,41.7,40.3,43,2.56,54.3,19,39.4,5.3,38.8,11.4,2.433613355,52,9.5,63.4,44.1,40.1,42.5,21.7,96.22606943,0.644255137,0.625935086,0.09770694,53.94934112,5.24857851
28,3.33220451,10,2.302585093,164.7,375.5,33256,10.41199048,3456,8.14786713,22.2,57.1,55.5,58.7,2.44,49.4,0,24.1,12,36.3,14.8,2.694627181,33.6,4.6,62.3,37.6,30.7,44.3,13.1,96.42757466,0.669829752,0.334914876,0.418643595,53.13626532,0.689655172
684,6.527957918,334,5.811140993,189.2,419.4,41504,10.63354509,107685,11.58696558,19.9,46.9,45.8,48.1,2.41,52.2,20.6,32.9,2.9,32.1,10.1,2.312535424,44.5,12.2,56.8,37.4,32.6,49.1,26.6,92.82142657,0.317181932,0.820941471,0.695934474,50.07762912,5.54304604
3142,8.052614819,1046,6.952728645,160,463.3,78001,11.26447693,703910,13.46440579,9.5,37.6,35.9,39.1,2.83,55,12.8,33.6,12.1,21.3,25.6,3.242592351,62.4,7.9,73.8,63,55.4,25.3,15,80.47696821,6.953355963,6.783487789,2.967144593,58.96067254,5.156824131
116,4.753590191,44,3.784189634,179.7,506.9,46927,10.75634848,15527,9.650335723,14.6,43.5,41.3,46,2.34,53.2,22.8,40.5,6.3,34.7,13.8,2.624668592,55.6,5.1,69,52.09722943,39.7,39,19,94.53384419,2.11366539,1.168582375,0.172413793,52.04957102,8.296346876
526,6.265301213,205,5.323009979,202.2,512.4,50407,10.82788533,106439,11.57532733,14.3,35.7,34,37.7,2.58,52.8,10,39.4,6.5,32.1,13,2.564949357,55.3,8.2,72.2,52.8,36.2,33.7,16.4,79.82404747,11.69079969,2.279385096,0.95788113,51.27798692,5.822489804
72,4.276666119,32,3.465735903,214.7,502,46383,10.74468829,9982,9.20853875,17.7,45.2,45.1,45.3,2.56,49.5,23.1,38,0.3,47.9,6.3,1.840549633,44.8,10.6,57.4,38.9,37,46.9,24.3,98.234714,0.473372781,0,0.029585799,49.74632166,6.267539757
20,2.995732274,6,1.791759469,162,511.4,59102,10.98702004,3190,8.067776196,8,39,38.8,39.3,2.47,61.1,7.8,33.1,4.2,37.6,11.5,2.442347035,69.5,3.3,78.8,54.9,45.7,23.8,7.7,96.56526006,1.308472359,0.392541708,0,56.51105651,21.32616487
106,4.663439094,39,3.663561646,190.5,502.9,46067,10.73785214,18102,9.803777708,13.3,39.6,39.2,40.4,2.61,57.9,12.1,42.9,3.6,43.1,11.4,2.433613355,52.7,9.4,67.7,52.1,46.7,35.9,19.5,93.82408331,3.799711975,0.542815996,0.376647834,59.25061962,5.539429124
26,3.258096538,10,2.302585093,136,414.3,47006,10.75803053,4349,8.377701213,11.5,43.7,38.8,45.2,2.52,61.4,22.7,37.8,3.1,29.1,14.8,2.694627181,57.8,5.3,64.4,48,31.2,38,18.8,95.08121711,0.16014642,0.823610158,0.686341798,58.44535359,10.87248322
13,2.564949357,7,1.945910149,171,347.7,38802,10.56622707,2057,7.62900389,15.5,47.8,46.6,48.6,2.25,59.5,18.6,29.9,9,42.3,11,2.397895273,57.7,4.3,69.8,52.8,40,32.9,14.3,97.40634006,0,0,0,55,3.291139241
121,4.795790546,49,3.891820298,188.1,482.7,55781,10.92918859,21062,9.955225748,10.7,38.4,37.9,39.1,2.5,58.9,18.9,30,9.9,42.9,13.1,2.57261223,64.9,3.9,77.5,60.6,52.1,27.5,11.9,97.69501857,0.376226307,0.45242404,0.371463949,55.96274794,7.209673739
465,6.142037406,195,5.272999559,198.5,476.8,43385,10.67786904,89844,11.40583011,20.5,38,36.7,39.3,2.77,50.4,15.3,34.6,9.3,34.6,11,2.397895273,51.6,11.4,58.9,46,40.9,33.1,19,78.69895062,8.447281152,1.178848862,8.875437242,52.6920083,4.433836917
125,4.828313737,66,4.189654742,221.2,424.7,36391,10.50207677,21714,9.985712493,21.1,42.8,42.4,43.8,2.48,50.7,13.8,41.7,3.3,43.7,9.9,2.292534757,49.4,8.1,57.1,40,34.6,44.7,24.6,93.16394709,1.849915913,1.986273351,0.481796282,50.79567894,8.799648892
1246,7.127693699,451,6.11146734,173.7,497.7,55482,10.92381392,201169,12.21190063,11.2,44.1,42.9,45.2,2.4,52.6,9.3,36.1,11.6,31.6,20.4,3.015534901,63.1,5.9,72.2,56.4,50.2,33.1,15.7,96.10180187,0.684087699,1.127793191,0.173776304,51.22310568,5.050755137
1882,7.54009032,700,6.551080335,179.9,490.7,45944,10.73517854,369019,12.81860341,19.7,37.7,36.2,39.2,2.46,46.6,16.7,32.4,11.9,25.6,20.9,3.039749159,57.1,9.5,65.3,52.7,45.3,31.6,18.5,67.04028931,25.98760244,2.056767786,2.918293317,44.9000398,4.481749235
20,2.995732274,10,2.302585093,227.6,532.1,47596,10.770504,2365,7.768533301,10.7,48.3,48.5,48,2.15,51,7.4,50.9,0,28.7,18.1,2.895911938,63.5,1.9,75.6,58.2,44.2,32.7,14.2,93.29113924,0,0,0.5907173,43.96226415,8.208955224
205,5.323009979,92,4.521788577,169.4,379.3,40642,10.61255729,30943,10.33990208,16.2,51.3,51.1,51.5,2.42,62.5,23.7,37.8,5.3,40.1,10.9,2.388762789,45.2,10.8,60.3,39.2,29.2,43,19.7,96.71713147,0.101992032,0.044621514,0.529083665,60.25241508,3.314818133
129,4.859812404,55,4.007333185,186.9,438.7,42125,10.64839667,21353,9.968947524,18.9,45.6,45.1,46.2,2.49,58.7,17.4,46.7,5.1,39,12.4,2.517696473,53.7,6.3,61.9,22.47656312,35.5,38.7,19.5,68.94149762,26.59198946,0.54595943,2.795688803,56.32238242,5.057135911
114,4.736198448,45,3.80666249,181.7,474.4,34403,10.44589905,18317,9.815584869,26.3,40.5,37.8,42.4,2.38,44.6,33.8,33.9,2,31.5,12.3,2.509599262,47.8,12.3,54.1,39.5,33.3,44.1,25,51.35583249,47.70284003,0.187195807,0.278119484,41.42745303,5.112672644
245,5.501258211,102,4.624972813,180.1,466.9,46214,10.74103806,40048,10.59783401,14.6,41.6,39,43.7,2.4,50.4,8.9,33.8,6.8,30.7,16.7,2.815408719,58.1,6.1,69.8,51.3,44.4,34.3,14.9,89.75338747,0.392166721,1.008069584,0.253902813,48.72639165,6.338028169
30,3.401197382,14,2.63905733,194.4,476.2,45465,10.72469808,3944,8.279950716,15.5,49.5,47.7,50.9,2.31,52.4,6.6,31.4,1.8,27.5,16.3,2.791165108,46.2,10.4,60.7,38.5,27.8,50.6,26.2,91.75231888,0.350965154,0.551516671,3.359237904,51.06761566,5.205479452
50,3.912023005,15,2.708050201,121.4,420.2,41602,10.63590352,9300,9.137769679,15.1,42.6,42,43.1,2.15,53.2,8.1,23.5,6.8,30.1,19.8,2.985681938,59,6.5,75.2,56.8,43.9,29.3,11.5,95.27499731,0.129157249,0.365945539,0.204498978,49.11764706,2.454308094
19,2.944438979,9,2.197224577,124.6,254.7,81209,11.30478136,12826,9.45922964,8.6,32.2,32.4,32.1,2.93,51.1,17.6,31,8.9,28.4,17.6,2.867898902,56.90289026,3,70.1,59.7,48.4,19.3,9.2,78.31513261,0.800832033,0.364014561,0.405616225,53.57809583,8.189655172
94,4.543294782,37,3.610917913,155.2,390.1,50124,10.82225521,23433,10.06190056,14.4,32.8,31.9,34.3,2.8,53.4,13.7,23.5,2.1,26.2,11.2,2.415913778,60.1,6.4,57.5,45.02485444,41.7,29.6,17.8,84.59823343,3.520281279,0.360174942,7.718034474,54.61738163,6.633380884
1549,7.34536484,578,6.359573869,164.7,437.1,58833,10.9824582,353089,12.77447543,14.2,37.8,36.4,39.3,2.46,49.8,12.8,30,10.4,21.3,24.7,3.206803244,59,8.5,74.3,57.4,50,27.3,12.4,68.92979408,24.08425173,2.488757007,0.845461526,48.18933417,5.111191026
267,5.587248658,108,4.682131227,176.1,464.1,41319,10.62907772,52521,10.86896837,22.9,33.3,32.5,34.1,2.31,42,6.4,14.8,11.2,32.2,14.1,2.646174797,55.9,9.7,69.2,53.8,45.8,34.3,19.1,92.93323529,3.459848785,1.004958802,0.182891189,43.22746048,4.437890116
58,4.060443011,19,2.944438979,154.5,495.8,26504,10.18505094,8479,9.045347797,33.2,42.4,41.2,45.1,2.7,30.9,22.3,29.9,1.6,38.9,7.8,2.054123734,35.2,20.4,44.7,40.08871594,23.8,54.1,32.2,17.7877429,80.6599977,0.160975049,0,31.3027179,7.343412527
161,5.081404365,64,4.158883083,197.8,503.8,40642,10.61255729,27052,10.20551622,23.5,39.8,39.1,40.6,2.61,46.4,31,25.6,6.3,41.2,8.5,2.140066163,49.6,9.3,57,59.47897456,38,39.9,22.5,58.08640831,37.99740404,0.296680883,1.053217133,45.38266302,5.389797883
306,5.723585102,139,4.934473933,202.5,443.3,51958,10.85819098,67357,11.11776211,15.8,35.5,34,36.9,2.87,51.5,22.5,39.2,2.8,31.1,10.3,2.332143895,57,5.2,58.1,46.9,42.6,31.4,19,92.21431815,2.096261541,0.976237324,2.445890722,53.95285545,8.977719528
474,6.161207322,163,5.093750201,168.3,499.2,42128,10.64846788,88255,11.38798563,17.9,36.4,35.6,37.5,2.77,50,14.5,33.8,4.8,31.6,10.1,2.312535424,54.2,9.1,54.4,41.4,35.7,37.6,22.2,78.43711538,15.09550075,0.966403793,3.437115376,51.11663342,5.728131815
19,2.944438979,9,2.197224577,156,358.2,42348,10.65367647,2946,7.988203597,12.8,47.6,46.8,50,2,64,62.7,20,7.3,41.2,10.2,2.32238772,63.3,0.7,67.1,44.3,32.3,39.8,17,97.46588694,0.032488629,0.194931774,0,53.1436135,0.363636364
154,5.036952602,68,4.219507705,213.7,480.3,35321,10.47223297,25707,10.15451861,25.3,39.8,37.6,42.8,2.59,41.1,29.4,43.5,3.3,44.4,5.7,1.740466175,38.3,18.7,53.5,28.8022175,35.5,45.3,28.9,56.16120062,41.85807336,0.441854264,0.20188169,44.23715234,4.627249357
38,3.63758616,18,2.890371758,180.3,383.4,46331,10.74356656,7158,8.875985891,14.8,45.9,42.8,48.4,2.46,53.7,20.9,41,2,41.1,12.5,2.525728644,57,5.5,65.7,50.8,44.5,31.9,16.7,68.81508584,26.54095131,0.182943991,0.197016606,49.61990325,9.290030211
145,4.976733742,64,4.158883083,194.7,457,44693,10.70757217,24253,10.0962956,13.2,44.2,43.6,44.9,2.38,56.8,20.5,39.6,8.9,36.6,13.5,2.602689685,54.6,8.2,68.4,49.8,44.4,39.2,19,95.80796156,0.381094404,0.625491902,0.381094404,54.27882684,3.216430924
840,6.733401892,312,5.743003188,184.3,503.1,55107,10.91703203,185197,12.1291754,11.5,34.8,34,35.6,2.48,49.5,13.5,31.2,9.5,29.3,20.8,3.034952987,70.9,4.4,76.5,58.00373892,54.9,25.4,12.4,86.76610298,4.198567133,1.784377061,2.18227135,47.33818078,6.112105642
149,5.003946306,57,4.043051268,144.8,388.1,41914,10.64337518,41122,10.62429854,21.8,30.3,29.5,31.1,2.62,46.6,7.7,22.4,7,27.1,18.5,2.917770732,59.3,4.1,60.4,49.7,39.8,27.3,15.6,90.86640525,1.461075451,0.676840081,4.398211744,48.38731814,5.054084297
83,4.418840608,34,3.526360525,151.9,374.9,35491,10.47703442,17142,9.749286871,23.7,39.8,39.6,39.9,2.86,42,32.7,32.1,1,37.7,8.8,2.174751721,42.8,7.2,55.5,39.3,34.9,38.9,19.5,70.60884549,24.7731189,0.241240666,2.349224584,45.84717608,3.950011158
71,4.262679877,37,3.610917913,237.1,463.9,34172,10.43916187,12181,9.40763264,25,39.6,38.5,41.7,2.72,47,30.3,39.2,5.7,37.3,7.7,2.041220329,40.9,9.6,46.3,33.7,27.3,43.2,27.5,63.65120836,7.797191378,0.261267146,0.775636839,50.22233202,7.418397626
275,5.616771098,127,4.844187086,189.4,426,47369,10.76572329,53213,10.88205801,14.6,39.9,38.8,41.1,2.5,53.6,13.7,31.4,5.3,42.8,13.1,2.57261223,57,7.8,70.7,54,50.1,32,15.4,96.93733667,0.836639155,0.537705165,0.342176014,54.49160425,5.646027941
130,4.86753445,53,3.970291914,172.5,471,53333,10.88431056,21103,9.957170489,11.6,40.6,38.4,43.4,2.15,50.8,14.4,31,7.9,35.5,19.3,2.960105096,64.6,2.5,77.7,60.3,51.2,27.7,11.5,94.46289619,0.521920668,0.488707535,0.830328336,45.31508664,5.223193741
235,5.459585514,101,4.615120517,215.8,506.1,30078,10.31154929,39956,10.59553413,30.5,36.7,34.6,39.2,2.65,40.4,26.7,32.6,0.5,34.5,10.1,2.312535424,47.5,9.5,50.8,36.8,30.8,46.2,28,45.61946351,52.47161572,0.426699938,0.551466001,39.61676485,5.009078287
38,3.63758616,14,2.63905733,142.1,387.8,41813,10.64096257,9749,9.184919995,14.6,32.5,31.5,34,3.08,54,26.8,41.1,6.9,30.4,10.7,2.370243741,63,3.6,55.5,46.6,40.6,28.1,19.4,85.6357457,1.669332267,0,8.486605358,58.03349876,7.023108292
57,4.043051268,25,3.218875825,200.1,467.6,36350,10.50094948,9993,9.209640127,23.3,39.9,36.8,43.5,2.48,46.4,26.3,37.5,1,42.8,6.4,1.85629799,49.7,10.2,49.8,38,35,38.6,23.2,81.29129129,17.56756757,0.14014014,0,46.0656592,2.079107505
183,5.209486153,83,4.418840608,202.4,454.6,34964,10.46207424,33048,10.40571633,20.9,39.1,37.9,40.3,2.53,51.9,27.3,35.9,2.4,41.6,9.2,2.219203484,48.3,8.3,43,31.3,27.7,44.7,29.1,65.5462692,8.321515856,0.096551308,1.647406692,48.78370003,4.988383217
509,6.232448017,197,5.283203729,176.4,469.7,45641,10.72856171,102782,11.54036552,15.2,35.4,34.2,36.5,2.58,48.7,14.4,33.3,4.6,34.2,14.4,2.667228207,65.7,5.2,67.5,63.33637539,48.8,33.5,19.2,85.21505901,2.791378133,2.614844436,4.611333268,46.91639073,6.360617144
38,3.63758616,13,2.564949357,127,374.8,25807,10.15840105,7193,8.88086361,36.3,39.2,35,44,2.54,40.7,36.4,34.4,3.3,35.3,7.1,1.960094784,43.9,10.4,41.8,29.3,20.9,47.8,30.8,34.76418319,61.88653452,2.077922078,0.15037594,39.83536149,10.85271318
26,3.258096538,9,2.197224577,110.4,334.4,36821,10.51382361,7210,8.88322423,19.9,34.9,35.6,34.6,2.92,57.9,48.9,43.9,0,32.4,4.6,1.526056303,62.6,4.3,45.2,34.7,31.7,34.5,21.6,84.90036486,2.062868369,0.406960427,12.13864721,58.23578595,2.595628415
144,4.9698133,82,4.406719247,190.2,350.2,42896,10.66653386,28783,10.26754021,16.3,45.7,44.5,46.9,2.3,54.9,24.5,33.9,1.8,34.4,12.6,2.533696814,52.1,10.7,64.3,43.1,36.9,43.5,21,94.99843266,0.996133886,0.599073526,0.56424367,50.78380144,5.960854093
103,4.634728988,52,3.951243719,254.3,501.8,29344,10.28684338,15808,9.66827142,30.6,42.1,40.8,43.3,2.44,58.7,17.9,25.2,0.7,37.4,5.1,1.62924054,46.6,9,48.3,38.2,31.6,44.4,28.9,97.19192679,0.796038611,0.250720822,0.300864987,55.74874687,5.148741419
2809,7.940583827,965,6.872128101,160.2,473.3,53342,10.88447929,636369,13.36353386,15.3,34.8,33.9,35.8,2.63,49.2,13.2,26.7,12.4,25.5,21.8,3.08190997,63.4,7.7,72.2,59.5,53.6,29.7,16.4,81.24174818,9.722771005,2.499076439,2.608618834,49.44003503,5.98333118
533,6.278521424,232,5.446737372,173,403,54996,10.91501573,129730,11.77321065,13.5,34.8,33.8,35.9,2.44,48.2,5.5,16.6,10.7,31.3,18,2.890371758,62.1,7.2,81.8,67.4,62.4,24.2,10.6,92.16433254,2.714823292,1.682119719,0.986150444,49.45798646,4.528947447
92,4.521788577,47,3.850147602,213.8,430.4,43476,10.67996434,16436,9.70722933,15.4,41.4,39.9,42.7,2.6,55.7,20.4,49.4,2.6,42.3,11.9,2.4765384,53.2,6.3,59.8,43.5,38.3,38.1,20.3,79.8169586,1.109158131,0.400024244,0.32123159,55.63873845,5.987850738
321,5.771441123,139,4.934473933,179.4,437.2,48663,10.79267427,51198,10.84345575,13.9,46.5,44.8,48.6,2.47,51.1,13.7,48.5,6.4,44.3,11.7,2.459588842,48.6,7.8,69.9,50.9,44.5,39.6,19,93.91193215,3.50877193,0.538321521,0.592540955,54.49083187,3.971422568
168,5.123963979,76,4.33073334,216.9,490.5,42839,10.66520418,31552,10.35939226,15.5,39.4,38.7,40.5,2.57,53.2,10.8,43.9,4.5,42,10.4,2.341805806,55.4,8.4,65,50.4,44.5,34.1,18.3,89.36743798,7.195352868,0.545588754,1.354343849,52.44819519,3.440273038
78,4.356708827,30,3.401197382,171.3,492.1,57682,10.96270045,10974,9.303284118,8.4,44,43.1,45.7,2.33,60.3,17,29.7,10.4,36.4,13.2,2.58021683,63.7,1.5,79.4,60.4,48.7,33.2,13.9,97.08799135,0.64911648,0.306527227,0.4056978,56.73015194,6.274509804
82,4.406719247,40,3.688879454,218.9,460.3,28086,10.24302651,13441,9.506065016,26.1,42.6,41.4,44.4,2.55,48.4,17.7,56.5,4.5,42,6.7,1.902107526,41.6,10.2,40.8,28.9,25.5,51,33.2,81.92842354,0.236616386,0.229222124,0.229222124,46.88756943,5.094207955
480,6.173786104,225,5.416100402,211.5,466.1,41814,10.64098649,86290,11.365469,19.1,40.3,38.8,42,2.45,49.4,11.7,37.9,6.2,42.9,9.8,2.282382386,54.8,8.3,61.9,46,42.6,41.9,25.1,92.5874256,3.292410714,0.348772321,0.23484003,48.00210151,5.739536774
56,4.025351691,28,3.33220451,182.8,423.4,41207,10.62636342,8159,9.006876891,16.2,48.6,48,49.6,2.52,56.1,28.3,54.2,3.9,33.2,15.4,2.734367509,48.3,5.9,61.7,65.11375016,35.3,42.1,18.9,96.9634648,1.016210985,0.241954996,0.568594241,56.75931775,5.684931507
